run_name,epoch,epoch_seconds,elapsed_seconds,elapsed_time,train_total,train_reconstruction,train_kl,train_value,train_placing_survival,val_total,val_reconstruction,val_kl,val_value,val_placing_survival
end_40k_joint_ps_v1,1,3.0500732000218704,3.0500770999351516,00:00:03,0.22004239138960838,0.08945754343271256,1.235889520351775,0.07822468861937523,0.05112427017455048,0.1669260409474373,0.08572098916769028,1.4910104703903198,0.057818453162908554,0.02189558823828702
end_40k_joint_ps_v1,2,3.0634389999322593,6.1195038999430835,00:00:06,0.1602197408080101,0.08103483478724957,1.7907566220760345,0.056084020551294085,0.021310128988487123,0.16555034255981446,0.07530256998538971,1.9314030227661132,0.06265756894648075,0.025658800236138632
end_40k_joint_ps_v1,3,4.084088400006294,10.209588599973358,00:00:10,0.14042508134245874,0.06833211850374937,2.5442219834327697,0.05176241393014789,0.017786326129642562,0.13154378223419189,0.06071599471569061,3.0597219676971434,0.049793257221579554,0.01797480824203376
end_40k_joint_ps_v1,4,3.683194400044158,13.899288999964483,00:00:14,0.1259861964583397,0.057755493856966496,3.0309887199401855,0.04937493516132235,0.015824778495850865,0.12452482080459595,0.05378030356764794,3.081461727142334,0.04987248906493187,0.017790566490653872
end_40k_joint_ps_v1,5,3.02829779998865,16.93321249994915,00:00:17,0.11653532919287682,0.04958739833533764,3.1881762156486513,0.048300704285502434,0.01545905048915867,0.11360428273677826,0.04613477784395218,3.217967399597168,0.04765400791168213,0.016597529327144003
end_40k_joint_ps_v1,6,3.6832672000164166,20.62239909998607,00:00:21,0.1084560383707285,0.044214760079979896,3.3205942573547365,0.04740438723191619,0.013516296591333344,0.10894215536117553,0.041619420289993284,3.3903217124938965,0.048288959205150604,0.01564345402118397
end_40k_joint_ps_v1,7,3.3228352000005543,23.950733799953014,00:00:24,0.10396925397217274,0.040427190274000165,3.371030125141144,0.04622237498871982,0.013948658397924134,0.1057750809788704,0.039246745586395265,3.3605368633270265,0.04703350181877613,0.016134296043543144
end_40k_joint_ps_v1,8,2.9880904000019655,26.944584699929692,00:00:27,0.09967278134822845,0.03786400480940938,3.4277469334602357,0.045506756588816644,0.01287427282737221,0.10346254724264145,0.03592700780928135,3.5143072872161865,0.04649996899068356,0.01752126236903814
end_40k_joint_ps_v1,9,3.190905399969779,30.140755499945953,00:00:30,0.09666150897741317,0.03532524211332202,3.4525418524742126,0.04516918348520994,0.012714541639624528,0.09728820979595185,0.03473451675474644,3.349718999862671,0.04531046417355537,0.013893509639991862
end_40k_joint_ps_v1,10,3.0104186999378726,33.15567619993817,00:00:33,0.09507631020247936,0.03414179521799088,3.450550338745117,0.0449010622613132,0.01258290195613244,0.09816778287291526,0.033757944151759145,3.4461599884033203,0.04475734506547451,0.01620633375364025
end_40k_joint_ps_v1,11,2.640975799993612,35.796898199943826,00:00:36,0.09269279214739799,0.03330789770558477,3.397010443687439,0.044161437164992094,0.011826446533853062,0.09829514580965042,0.033730338752269745,3.3446233654022217,0.044902433902025224,0.016317749933019966
end_40k_joint_ps_v1,12,2.251400399953127,38.04856829997152,00:00:38,0.09211065996438265,0.03280812433734536,3.3599238567352296,0.0436760937422514,0.012266517650246186,0.09498551374673843,0.03235426659882069,3.3341001625061035,0.04344073203206062,0.015856414519701274
end_40k_joint_ps_v1,13,2.768541799974628,40.82293329993263,00:00:41,0.08987434129416942,0.03213714809343219,3.3364063420295715,0.04274399369955063,0.011656792768096636,0.0947391188442707,0.03294906857609749,3.3642642478942872,0.044023090437054636,0.014402695412753531
end_40k_joint_ps_v1,14,2.6945817000232637,43.521894600009546,00:00:44,0.08740726461261511,0.03168564591929317,3.3456020588874815,0.04215297169238329,0.010223044781925959,0.09222381144762039,0.031469193130731585,3.3458181705474854,0.04296179819107056,0.01444700191855803
end_40k_joint_ps_v1,15,2.7651164999697357,46.29158349998761,00:00:46,0.08767680971324444,0.03127715638652444,3.3181132445335386,0.041798347778618336,0.011283191851306483,0.0941800043284893,0.03112244053184986,3.317956048965454,0.04391481581330299,0.015824792019982624
end_40k_joint_ps_v1,16,2.096899399999529,48.388715200009756,00:00:48,0.08542605869472027,0.030996369406580924,3.2870356850624085,0.0414081883020699,0.009734465089542805,0.09160810515284538,0.030849663317203523,3.2895617446899412,0.04308915507793427,0.014379724869065079
end_40k_joint_ps_v1,17,2.837051600101404,51.2303412000183,00:00:51,0.08422539258748293,0.030603232577443122,3.2857934107780458,0.04085093986988068,0.009485426358289431,0.0901345065832138,0.030357431575655937,3.249067575454712,0.04233219042420387,0.014195817074072501
end_40k_joint_ps_v1,18,2.685460399952717,53.921575799933635,00:00:54,0.08529434087872505,0.030342193584889175,3.266222369670868,0.041071018664166334,0.010614905937171302,0.09200340175628662,0.031106732323765755,3.1698874588012695,0.04453118835389614,0.0131955931406077
