run_name,epoch,epoch_seconds,elapsed_seconds,elapsed_time,train_total,train_reconstruction,train_kl,train_value,train_placing_survival,val_total,val_reconstruction,val_kl,val_value,val_placing_survival
full_40k_vae_ps_v1,1,4.1764499000273645,4.176455699955113,00:00:04,0.4157572630643845,0.09729151773452759,0.7364591728039086,0.1339977580457926,0.1837315281778574,0.3789672722816467,0.08410743933916091,1.5347098474502563,0.12516542553901672,0.16815969789028168
full_40k_vae_ps_v1,2,3.9069206001004204,8.0983367000008,00:00:08,0.36332983803749086,0.07978182119131089,1.8438952679634095,0.11868481580913066,0.16301930433511733,0.3537285566329956,0.0757671042084694,2.263602346420288,0.11729499638080597,0.15840285420417785
full_40k_vae_ps_v1,3,3.095922900014557,11.199280399945565,00:00:11,0.3411929598450661,0.07022209835797548,2.5402701416015625,0.11262688533961773,0.15580370590090753,0.3401794395446777,0.06546685978770256,2.7791515769958495,0.11394771426916123,0.15798571401834488
full_40k_vae_ps_v1,4,3.2255555000156164,14.430211699916981,00:00:14,0.3222744441330433,0.05926770717650652,3.107017408847809,0.10856824582815171,0.15133147309720515,0.32345628666877746,0.05420756056904793,3.4590429401397706,0.11140620636940002,0.15438347679376602
full_40k_vae_ps_v1,5,3.2972883000038564,17.733697499963455,00:00:18,0.30650229090452197,0.04907682643830776,3.4575337924957275,0.1059705242216587,0.14799740649014712,0.307796532869339,0.045613095462322235,3.594067087173462,0.10820864063501358,0.15038073110580444
full_40k_vae_ps_v1,6,3.2594620999880135,20.999708399991505,00:00:21,0.29585626512765884,0.042215582072734834,3.5083443431854247,0.10434012925624847,0.14579220893979072,0.30655193388462065,0.04035976099967956,3.4654637413024902,0.11043130379915238,0.1522954072356224
full_40k_vae_ps_v1,7,3.1206379999639466,24.126279899966903,00:00:24,0.2886555062532425,0.038336353458464145,3.482867419719696,0.10292445451021194,0.1439118303209543,0.2989932446479797,0.03732967160642147,3.539058631896973,0.10781929731369018,0.15030521667003632
full_40k_vae_ps_v1,8,2.6737895000260323,26.803624599939212,00:00:27,0.28400206243991855,0.035997586142271755,3.503548951625824,0.10192370795458555,0.14257721951603888,0.29366098940372465,0.03536817403137684,3.546442569732666,0.10611682751774788,0.14862954407930373
full_40k_vae_ps_v1,9,2.731416100054048,29.538507299963385,00:00:30,0.2794926838576794,0.03438491290807724,3.508140571117401,0.10086040729284286,0.1407392222881317,0.29038970375061035,0.03466471421718598,3.4396390171051023,0.10495141232013702,0.147333938062191
full_40k_vae_ps_v1,10,2.6908120999578387,32.23300699994434,00:00:32,0.27567574912309645,0.03327725723385811,3.4914404230117797,0.0999414417669177,0.1389656089693308,0.2885746921300888,0.032950450092554096,3.4427197551727295,0.1044880493581295,0.14769347316026687
