run_name,epoch,epoch_seconds,elapsed_seconds,elapsed_time,train_total,train_reconstruction,train_kl,train_value,val_total,val_reconstruction,val_kl,val_value
end_20k_303040_lvsvae_v1,1,1.8420057999901474,1.8420100000221282,00:00:02,0.17212823885679246,0.08920774003863334,0.40493819769658146,0.08251556049287319,0.1463109256029129,0.08435616034269333,0.6351810851097107,0.06131958419084549
end_20k_303040_lvsvae_v1,2,1.3294957000762224,3.1797142000868917,00:00:03,0.13773129588365554,0.07994167265295983,1.0423152215480804,0.056747308537364004,0.1298298773765564,0.07424187010526657,1.6344307518005372,0.05395357638597489
end_20k_303040_lvsvae_v1,3,1.8923268999205902,5.0753147000214085,00:00:05,0.1243236997127533,0.0710969924479723,1.708111955165863,0.051518594831228254,0.12063420081138611,0.06796338868141175,1.7773523902893067,0.05089345997571945
end_20k_303040_lvsvae_v1,4,1.4045621999539435,6.486124600050971,00:00:06,0.11596564549207687,0.06504344774782658,1.864408064842224,0.0490577893704176,0.1149479877948761,0.06232474416494369,1.9927586460113524,0.05063048404455185
end_20k_303040_lvsvae_v1,5,1.3985349000431597,7.890295900055207,00:00:08,0.10650206610560417,0.05708908672630787,2.1980519909858702,0.04721492727100849,0.10412943971157074,0.053579828977584835,2.288741470336914,0.04826086863875389
end_20k_303040_lvsvae_v1,6,1.5063650999218225,9.39959899999667,00:00:09,0.0997023769915104,0.05112124869227409,2.2895424032211302,0.04629158598184586,0.09855276012420654,0.04977518177032471,2.3146085777282717,0.046462969839572904
end_20k_303040_lvsvae_v1,7,1.374427100061439,10.778642700053751,00:00:11,0.09411012971401214,0.04666943584382534,2.4153433599472045,0.04502535046637058,0.0923707686662674,0.043749676644802095,2.5616158714294435,0.04605947637557983
end_20k_303040_lvsvae_v1,8,1.139901600079611,11.923019399982877,00:00:12,0.08926074454188347,0.04257171143591404,2.5536351404190065,0.04413539778441191,0.0907340213060379,0.04114681765437126,2.5791503582000734,0.04700805342197418
end_20k_303040_lvsvae_v1,9,1.4869919999036938,13.413878099992871,00:00:13,0.08540751564502716,0.039249392122030255,2.695858120918274,0.0434622652605176,0.0858552154302597,0.03751118743419647,2.7833255615234376,0.04556070250272751
end_20k_303040_lvsvae_v1,10,1.221661200048402,14.645708400057629,00:00:15,0.08170295774936676,0.036494306772947314,2.789691393852234,0.04241895949095487,0.08415518623590469,0.03588653975725174,2.8733364276885984,0.04539531022310257
end_20k_303040_lvsvae_v1,11,1.594285300001502,16.24503630003892,00:00:16,0.07936330470442772,0.03478737362474203,2.826258234024048,0.041749672643840316,0.08138202303647996,0.034395621329545975,2.84677481842041,0.044139626711606976
end_20k_303040_lvsvae_v1,12,1.3181455000303686,17.565998200094327,00:00:18,0.07792151722311974,0.03349942184984684,2.821556703567505,0.04160053879022598,0.07992063349485397,0.03312163206934929,2.7853384628295896,0.04401366305351257
end_20k_303040_lvsvae_v1,13,1.3554444999899715,18.927322200033814,00:00:19,0.07635168550908565,0.03242442268878221,2.8114803991317747,0.04111578218638897,0.07953537321090698,0.03240132538974285,2.8243774127960206,0.04430967009067535
end_20k_303040_lvsvae_v1,14,1.5253191000083461,20.45688140008133,00:00:20,0.07515680155158043,0.031836458273231984,2.8314189443588256,0.04048892422765493,0.07728134936094284,0.03174322240054608,2.909738857269287,0.042628387451171874
